comment_cleaned,label
کیک یزدی اصلا کیفیت نداشت,0
پیتزای سرد سرد سرد,1
هرگز نمیخوام امتحانش,1
اعلام تاخیر تماس پشتیبانی بدستم,1
Aslan khob nabod keyfiat sos ezafe nazashte bod changal baraye saladam haminjor,1
فیله بینمک بیمزه سس همراه غدا سفت مونده,1
پیک جعبه شیرینی اورد چسب جعبه جعبه یکطرف شیرینیها خورده کاش سفارشات جعبه چسب بزنن کیلو جعبه کوچکتر استفاده کنن آدم احساس میکرد شیرینیها دست خورده باشن,1
باقالی پلو باماهی معمولی پایین مخصوصا روغنی ماهی میچکید نخواستم غذا نمره منفی بدم اون زیتونپرورده واقعا بهم فشار اورد یه پک کوچولو توش دونه زیتون هزارتومن حساب واقعا زور,0
کیفیت اومده پایین نظرم اسم دارن کیفیت,0
خورشتشون خلاف غذاهای دیگه منو اصلن خوشمزه,0
غذا سرد تحویل اصلا قیمتش نمیارزید,1
سوپر سفارشات نداره,1
طعم غذا نسبتا حجم غذا شدم عجیب گرون کردید حجم غذا نصف,1
متأسفانه عدد شیرینیهای سفارشی سالم دستم نرسیده,1
دومین کهی سفارش میدم ی دیگه تحویل میدن سری ماست سفارش بودم جاش مربا گذاشته بمن بگن زنگ زدم پیگیری دفعه میکس بری مانی سفارش بودم جاش تن ماهی گذاشته بازم بهم بگن تن ماهی داشتم نگفتم تکرار اتفاقات میشه دیگه سفارش پشیمون بشیم,1
مغز پخت نشده,1
سلام بجای دوغ سنتی عالیس دوغ نعنایی عالیس تحویلشده نهتنها استفاده اختلاف قیمت فاکتور ارسالی تشکر,1
شب ارسال اصلا تازه خشکشده,1
شیرینیها پیک بد شیرینی هارو حمل حسابی داغون لهشده شیرینیها,0
ساندویچ کالباس میخواهید سریع خوشمزه سس تازه,0
دوست داشتم,0
بدترین بدمزهترین پیتزایی ک عمرم خوردم ریختم خشک بدمزه بیکیفیت کسایی ک رستوران سفارشی نداشتن تقاضا میکنم انتخاب,1
میوهها آنقدر کیلو پرتقال,1
بلافاصله مصرف غذا مشکل گوارشی شدیم بد,1
کیفیت غذاها پیتزای بیف پیتزای چیکن خوشمزهتر,0
غذا ساعت زودتر تایمی بودم آوردن غذای سرده مشکلی نیورد کیفیت غذا اصلا نصف ساندویچ اصلا سس نداشت بقیه جاهارو سس بهش نشون قیمت توقع کیفیته بالاتری داشتم,1
تخممرغ چهارتاش شکسته کره اب له واقعا,1
واقعا تفاوت کیفیت سفارشمون احساس,0
ممنون دقت احترام مشتریتون,0
قارچها سوخته سیب زمینیهای درشت خام سس آبکی پنیر بیکیفیت غذا ریخته توی کیسه سریهای قبلی همکاران میگرفتند بد متاسفم,1
غذا سریع دستم گرما غذا بسته خوشحالم خدایی قیمه بادمجون کتهها طعم کباب تابهای نپخته بزور گشنه بودم نصف غذا خوردم جدا خام انگار یه کاسه ادویه داشتی میخوردی اخلاق ریختن غذا ندارم اجبارا کباب تابهای ریختیم,1
باسلام خداقوت,0
دستپخت دیزاین غذا دوره زمونه قیمتهای نجومی غذای کمتر میتوان گیر اورد خوشبختانه شاهو چیزش اوکیه,0
ممنوونم مثله سریع ودقیق موفق باشین,0
غذا خوشمزه,0
سالیان سال اطمینان انتهای خیابان کریمی خریداری میکنیم مشتری اسنپ فود گوشت رنگ رویش عوض بو میداد اینچنین نارضایتی ارسالی اسنپ فود نداشتم,1
سلام ساعت شب سفارش دادم ساعت سرد وباعث آبروریزی سیب بعید ممنون,1
اصلا شبیه پیتزا برتولیهای مزه ومخلفات دفعات,1
نوشتهشده پیتزا سیر استیک بوقلمون چندتا تیکه بوقلمون پیتزا خبری راسته گوساله آبروی جلو مهمانانم زشت شدم موقعی تماس گرفتیم فست فود صحبت کردیم بیادبانه جواب بما مشکل اسنپ فودهو خداروشکر اسنپ فود پیگیری نتیجه بنده درمیان گذاشتن ممنون زحماتشون مشکل دیگه هست پیتزارو فرستادن تویه فر پنیرش حالت ذوب دربیاد پخته بشه دوتا پیتزا خانواده یه پیتزا متوسط دونه سس گذاشتن بااینکه بنده خودم رستوراندار صاحب فست فودم اصلا رفتار زننده زشتشون نمیشه فراموش حتما طریق اتاق اصناف اتحادیه مربوطه پیگیریهای انجام میدم,1
پیتزا خوشمزه پیک رستوران خوشاخلاق باادب,0
کیفیت غذا پایین غذا سرد,1
محتویات ساندویچ کمتر انتظار,1
کاهوی استفادهشده مونده تلخ مزه دقت نشده برگهای سیاه پلاسیده استفاده نشه سس ضعف پوشش بشه توجه مشتری دائمی هستم,1
سریع موقع ممنون,0
مسیر هزار تومن جهت ارسال,1
کیفیت وارسال سریع انجام میشه ممنون,0
دوغ طعم قره قوروت میداد اصلا طعمشو دوست نداشتم,0
واقعا خوشمزه گرم راضی بودم,0
مزه پیتزا واقعا پیتزای سانتی نظرم کوچیک اندازه زدم دقیقا قطرش سانت نمیدونم پیتزای سانتی شون قطرش چقدر هست,0
پیتزا فست فودهای مختلف پیتزا بودم مامانم پیتزایی هست یه حرفی گفتن داره بقیه جاها معمولی اگه اشتباه نکنم برگر سس باربیکیو طعم بهش,0
کیفیت محصولات سرعت,0
بنظرم تنوع مواد غذایی بودد آرد نداشت نان نداشت کیک بستنی مگنوم نداشت شکر میخواستم نداشت زود آوردن اینش,0
درخواستم تاریخ انقضای محصولات چک,0
خجالت نمیکشین یذره سیبزمینی تومن حساب میکنین,1
کالباس کهنه خشک رنگ قبلا سفارش بودم بد پیتزا زده بودم گوجه پنیر اصلا رعایت نشده,1
اگه مواد سالاد سزار مخلوط میبود جدا سس آلفردو فرایز اگه یه ذره داخلتر ریخته میشد نصفش نچسبه درش,0
سیبزمینی مزه روغن سوخته میداد پیتزا شدت پنیر سنگین,1
فاصله رستوران منزل بنده کمتر دقیقه موتور کمتر دقیقه پیاده رساندن غذا هزینه پیک دریافت گردید اصلا منصفانه,0
کیفیت قارچ سوخاری شدت افت,1
خیارهای ارسال پلاسیده ظاهر مناسبی نداشتن بدرد سالاد میخوردن,1
شیرینیها مونده واقعا بد دفعه اخری شیرینی فروشی سفارش میدم,1
میوهها طعم میوهها درشت خرد زعفرون استفاده نکردم وقت استفاده مینویسم نظرم,0
گرم موقع دستم طعمها واقعا ممنون حتما چیکن ماسالا امتحان کنین سیبزمینی پنیر,0
شدت روغنی خمیری دلیل گرون پیتزا نمیدونم اسلایس پیتزا یه تیکه نازک گوشت گذاشته,1
غذا سرد,1
شدت سرد,1
ازتون درخواست سریعتر بفرستین انجام سپاس,0
قرمه سبزی اصلا کیفیت برنج راضیکننده غذاها دقیقه سفارش صورت سرد,0
قبلا ازتون پاستا خریده بودم دوستام راضی بودیم مزه بسته الان دوبار هست سفارش میدیم اون پاستای همیشگی آبدار بیمزه سفارش آخرم,1
دیزی پیاز گوشتکوب معنی نداره حیف کیفیت هست ک دقتی ارائه سرویس نادیده بشه,1
فوقالعاده بیکیفیت حجم بدونه مخلفات سسی یه تیکه نون پنیر اصلا ارزش نداشتش,1
SAD,1
موهیتو طبیعی شربت توش دوتا لیمو انداخته,1
باسلام غذا سرد ظروف لهشده بسته بد,1
واقعا خوشمزه دمتون گرم,0
متغیره,0
سپاس مشتری مداری هایپر میوه آی پلاس,0
سریع دقت ارسال سفارش ممنونم,0
حجم بیکیفیت,1
سیبزمینی تنوری سفارش دادم سیبزمینی سرخکرده فرستادی ارسال دقت بکنید,1
کاهوش مغز مل,0
سس,0
کیفیت طعم بسته سرعت آماده تحویل پیک انصاف ترازو آشپزخانه گذاشتم کیلو گرم جاها کمفروشی نمیکنن رفتار پیک سرعت عملش,0
کوکی گردویی سفارش بودم کوکی مغز تخمه آفتابگردان ارسالشده,1
تماس گرفتن گفتن نان خشک شاهدانه گندم جاش نان خشک شوید میفرستن ارزانتر مابقی پول حسابم نریختن بیسکویبت شهد انگور مقدارش کمتر,0
عالیه محصولاتش راضیام,0
توضیحات تاکید زودتر تایم مشخصی سفارشم نیاورید زود سفارشام غذا یخ,1
برگر خوشمزه تازه پنیر سیبزمینی مجموع راضیم,0
لطفا سرعت تحویل سفارشات,1
تاخیر تحویل مقدار غذا,0
نکشید سالم رعایت نکات بهداشتی دستم سپاسگزارم,0
غذا کیفیت مطلوبی بسته باقالاقاتوق واقعا بد اصلا ظرف مناسبی اینکار بسته حدی نامناسب تماما روغن بشدت غذا داخل نایلون ریخته همینطور غذاهای دیگه بسختی تونستیم غذاهارو همهجا چرب,1
کیفیت غذا درخواست نوشابه اسپرایت داشتم کوکاکولا ارسالشده,0
کیفیت قبولی,0
سالاد خوشمزه موقع حجم سالاد,0
شیر درش نصفش ریخته پلاستیک نوشابه پپسی گذاشتید چیپس ارسالی همون میخواستم پیاز جوونه زده فرستادید دفعه آخرمه خرید میکنم,1
تخمین غذا دقیقه دقیقه کشید غذا برسه واقعا قابلقبول,1
تاخیر کیفیت قیمت پایین,1
مصل واقعا ناراضی,1
ممنون آرنیکا اسنپ فود,0
سریع دقیق,0
مواد اولیهی استفادهشده کمتر پیتزا یکنفره وسط پیتزا پیتزا قطر سانت نون پنیر مطمئنا خرید هزینه میشه غذای کیفیتتر خورد,1
کیکی تحویل دادهشده ابدا چیزکیک دستور تهیهی چیزکیک دیگریست لطفا نام چیزکیک نباشه توی منوتون چیزکیک زیرش ییسکوییت خورد باشه کیک,1
میکردم سفارشاتم دستم نرسیده اسنپ فود پیگیری پاسخگویی براگراتور ممنونم بسته دستم رسیده اشپزخانه شرکت ممنون پاسخگوی خوبتون,0
ساعت کشید مثلا قراره فست فود باشه مرغ سوخاری پیتزا مرغ تنوری مزه بیخودی حجم پپرونی,1
هایپ سفارش دادم برام بیگ بیر ثبتشده قیمت تخفیف روزانه قیمت تخفیف ارسالشده,1
کیفیت غذا بد غذا دستمون سرد بدد انگار غذای مونده بهمون فرستادن,1
ممنونم امیدوارم اجناس لیست تخفیفات افزوده بشود,0
مرغ کهنه مزه بد غذا تقریبا سرد دستم پیتزا صد خمیر پیتزا صد دیگه محتویات پیتزا قرار,1
پیتزاهای خوش مزهای داره گرونه,0
بد مزه سرد غذایی دست,1
شیر ارگانیک کودک سفارش دادم برام کاله کمچرب مدتدار فرستادن,1
چندین غذا سیب سفارش دادیم سرد,1
خودم گفتم آخه پوره سیبزمینی ذرت دیدم ترکیبش العادهست نونش مونده نظرم نقطهضعف شیلا همینه لطفا تنوع بدید نونها,0
بیست ستاره کیک وانیلی بینظیر کیکها تنهایی خوردم,0
واقعا بد مزه بد کیفیت بد انگار پولمو ریختم,1
هزینه ارسال منطقه کلا دقیقه فاصله,0
کیفیت پایین کلیه سفارش دادهشده اصلا راضی نبودم اب سیب کلا کف اب زرشک البالو مزه موندگی میداد بستنی اب,1
پاستا پستو شدت بدمزه همشو ریختیم,1
کیفیت یه نصفه ساندویچ قیمت بالاست,1
نونا مونده بیات,1
کاش سقف خرید هزارتومن بیارید پایینتر,0
خوشمزه آش دوغ کیلویی کیلویی فرستاده بودین,0
خوشمزه یه کوچولو چیپس خلالی مزه مونده میداد,0
حجم قیمت سرد,1
سیب زمینیش,0
غذاسرد سفارش میدم سرد میارند,1
کاش پیاز داخل پیتزا کاراملی میکردین تفت میدادین,0
نان سرد بیات دست,1
بسار لذیذ,0
ذرت مکزیکی نفرستادن,1
ممنون سریع موقع,0
دیر,1
ساندویچ یکسان سفارش دادم اونها خلال سیبزمینی دیگه ش نداشت شانس بدم اونیکه نداشت مهمونم ورداشت واسه خودم خلال سفارش دادم دلخوریش,1
سفیر واقعا موقع سفارش دادم سریع فرستادن پیکها برخوردشون عالیه واقعا طبقه میاره تحویلت میده جاهایی کیفیت اصلا پایین نمیاره,0
آخه نان سنگک ساده سفارش میدیم کنجدی میارن,0
تازه خوشمزه متشکرم,0
برخورد پیک موقع ممنون,0
باورم نمیشه انقدرر میفیت رستوران پایین اومده باشه برگرها غذایی امروز گرفتم بد بوی بد مرغ نون خیس وارونه واقعا متاسفم,1
نوشته بودم تاریخها باشه کیت کتهای نستله ماه انقضاء مونده,0
تازه موقع دستم توضیحات اصلا توجه نکرده نوشتم حتما دونات شکلاتی باشه شکری فرستاده,0
ساندویچ نون جو سفارش بودم نونش معمولی معمولی,1
موقع,0
طعم پیتزا اصلا جالب خمیر سالاد قارچ ابمیوه,0
تاحالا پیک ادبی خوش برخوردی سریعی ندیده بودم تبریک میگم نیروی العادهای,0
زینگراتور,1
سنگک خمیر لطفا خنک بشه نایلون گذاشته بشه ممنون,1
چی حوب,0
برنج شفته شفته شفته آخه,1
قارچ برگر مونده گوشت بیکیفیت طوری مجبور شدم بندازمش بد باگت توقع نداشتم,1
علیرغم قیمت بالاتر رستورانها شنیتسل آماده شرکتی اصلا معلوم گوشت چی هست استفاده واقعا بد مزه سفت خدا وکیلی یه تیکه بیشترشو نتوستم بخورم دربست ریختم کاش شنیتسل خودتون سینه مرغ میکردید حسن ارسال سریع غذای گرم داغ ممنون,1
مخصوصا قارچ سوخاری,0
بد نپخته,1
نان ساندویچ تازه تقریبا بیات,1
کیفیت مواد پیتزا ضعیف,1
کمحجم پیتزاش چیپس پنیرش یه لایه نازک اصلا پیشنهاد نمیکنم مالیات گرفتن,1
گوشتش خیار شور گوجه حجم گوشتش,1
محتویات داخل پیتزا پنیر فیله استیک دلمو زد,1
رستوران بسته خساست خرج کلا یدونه سس توی بسته نی نوشابه فراموششده هیچگونه کارد چنگالی قرار نداده مرغ بلاخره یطوری میشه سالاد واقعا قاشق چنگال نداره,1
پیتزا اصلن کیفیت پایین,1
بیسکویت فندقی میخواستم برا کاکویی ارسال,1
واقعا شیرینیها موردی سفارش دادم بد مزه مونده اصلا راضی نبودم عنوان خوردن,1
غذا ظرف ریخته فرستاده قاشق چنگالی نونی یه تیکه پیازی کیفیت میتونست باشه,1
ممنون مدیریت روژان ممنون پیک اسنپ فود سریع وبموقع,0
پیتزا پپرونی بنظرم نفر کافیه یدونش,0
پیتزاها گرم وخوب طعمشون,0
چربی کمتری همراه سس خوشمزه,0
راضی بودم خریدم,0
همچین کیفیت بدی باور,1
خوشمزه چی,0
خوشمزه ملات جالب سفارش ظرف دقیقه پیتزا داغ داغ تقدیر داره شیرازبرگر اسنپفود,0
کردید شیرین پلو رستوران خلال پسته بادام داره سخت اشتباهید,1
چی زمان موقع برخورد خوش پیک جرم غذا,0
کیفیت سوسیس کالباس مصرفشده پیتزا پایی زمان سفارش ارسال دقیقه پیتزا سرد اومد پیتزا میت لاورز تاپن تمامش خمیر تماس گرفتیم بهشون گزارش دادیم برخورد مناسبی نداشتند مشکل اسنپ فود میدیدن درحالیکه اسنپ فود ربطی تاپن نداره,1
فوقالعاده کیفیت پایینی فوقالعاده تکه زور خوردم گشنگی نمیرم بقیشو ریختم,1
کباب اصلا مغز پخت نشده دفعه سفارش بودیم کیفیتش تقریبا ایندفعه راضی نبودیم,1
بدمزه سرد یه لایه ژامبون چندتا قارچ یه لایه پنیر بیکیفیت سفت انتظارم پیانو خلاصه زور سس فلفل آویشن خوردم,1
ممنون غذای,0
نان سوخاری فاکتور فرستادند کیک یه دونه اضافه,1
دیر سرد خودم گرم,1
دیگه سفارش نمیدم کلا کوچه بالاتریم ساعت کشید بیاد,1
ربع نشده غذا,0
پیتزا مرغ سوخاریتون عالیه سرویسدهی پیکتون خوبه میگو سوخاری بد,1
بینظیر فوقالعاده خوشمزه چیش چی بگم کمه خدا کسب کارو روزیتون برکت بده,0
پیک ادرس بلد برخورد مناسبی نداشت,1
سلام شبتون بخیر میشه ازون پیتزاهاتون لبه هاش هات داگه درسته میزاشتین منوی اضافه ندیدم اخه اسمشو یادم رفته,0
فوقالعاده پیتزاتون,0
SAD,1
طعمش سرد,0
یکم کوچیک مهمتر قسمت توضیحات توجه ممنون شیلا,0
برنج خشک تکه گوشت نداشت بد بد,1
زیاده کیفیتش پایینه,0
بدترین سوخاریهای خورده بودم بال سوخاری بد مرغ اسپایسیش معمولی بیمزه سس هاش بد,1
سیخ گوجه فلفل اضافه نفرستادن واقعا ک,1
سس پیتزا کمه سس بگذارید,0
راضیام,0
مزه غذا سفارش قبلیا زمین اسمان فرق متاسفم,1
حجم ساندویچ قیمتش دفعهی آخره,1
طعم برگر ممنونم یه مقدار نمک قیمتش بازم سفارش میدم,0
غذا دلیوری زمان غذا سرد,0
تازه خوشمزه,0
غذای بدطعم سردی واقعا نتوانستم بخورم انداختم,1
غذاش خوشمزه نیمساعته,0
شیرینیها مانده روز اصلا مزه نداشت,1
باقالی پاکشده باقالی پاکشده پوست باقالی پوست لطفا بنویسید پوست داره وزرد کاهو پژمرده کلا خریدم اثلا رااضی نیستم,1
جنساشون کنن,0
کیفیت غداتون دفعه نونش سوخته,0
تشکر پیک محترم برخورد,0
اجزای اصلی سالاد سزار مرغ هست سالاد دریافتی تخممرغ رنده جایگزین کیفیت کاهو,1
ماهی بوی بدی افتضاح,1
مزه روغن مانده میداد خام اصلا طعم نشده,1
گوشت لطیف نرم غذا گرم طعمش امیدوارم کیفیت حفظ بشه,0
سفارش ارسال انتقاد کوچیک اونم بارها دیدم اسنپ اکسپرس تاییدیه تحویل مشتری دقایقی زودتر میفرسته دقیق زودتر دیدم احساس میکنم بابت ثبت نشدن تاخیره مشتری عیبی نداره باب بشه نهایت منتج نتایج نمیشه,0
ماست خیار سبزی,1
باورم نمیشه باگت توقع نداشتم استیکاش انقدر بو گوشت خام گوسفند بده اینجوری جعبه کردیم بوی بدش ذوق زد نتونستم بخورم بو مزه سیر میداد اینبار واسه قیمت پیتزا واقعا زور داره ناراضی باشی,1
برخلاف کیفیت گوشت برگر پایین ادویه اندازه,1
جدیدا پیتزاها پخت نشدن اون برشتگی قدیم ندارم حدودی خمیر هستن,0
سلام مشتری ثابت هستم میکنم کمتر سفارش بدم ساعت ثبت سفارش ساعت دستم رسیده واقعا کی ساعت شب شام میخوره دفعه گفتید شلوغی اگه نمیتونید شلوغی رستوران کنترل لطفا سفارش اینترنتی قبول نکنید ممنون,1
اگه باشه خوبه,0
همچی,0
ممنون پرسنل محترم سوپر مستوفی,0
کیفیت غذاها پایین امده پیتزا سیر استیک واقعا بد مزه بیکیفیت,1
غذا سریع گرم,0
زمان تحویل غذا طولانی توجه برودت هوا تقریبا سرد دست بنده سایز پیتزا مقایسه تصاویر کوچکتر قیمت پرداختی ارزش کنمتری,1
زمانبندی کیفیت متشکرم,0
برخورد پیک اصلا,0
کیفیت رفتار پیک,0
اینقدر افت کردید بسته محتویات ساندویچ نان کیفیت نداشت ناراحت شدم اینجور,1
محض رضای خدا یه گوشت بریزید خورشت تومن دارین پول میگیرین,1
کباب کوبیده خوشمزه جوجهکباب ظاهر خشک ممنون,0
کیفیت آب طالبی مدتی ه بد یخ شکر طالبی نرسیده,0
پیک پول خورد نداشت تومن,1
سلام لطفا پیکها بگویید بسته شیرینیهای خامهای نرم تکان نخورد یاجابجا نشود لیز هستن فرومیرن مچاله میشن واسه یه اتفاق رخ خواستم بگم باشین منوی متنوعی دارین بهشخصه اگه شیرینی بخوام سفارش میدم ممنون متشکرم,1
کیفیت غذا غذا سرد,0
کیفیت حجم ساندویجهای هایدا دیگه موضوع ساندویج سرد ژامبون تنوری سفارش دادم توقع ساندویج سرد نداشتم یه زمانی ساندویجهای هایدا حجم معروف یادش بخیر نامش گرامی,0
خریدمی ابن غذا سرد حدی غذا گرم هزینه ارسال دریافت میشه واسه چی غذای سرد,1
مشتری قدیمی هاتچیکیم کیفیتش وقته افت پیتزاش بد ساندویچش راضی نبودیم,1
بد مونده,1
کباب کوبیده بیکیفیت گوشت بو میداد اصلا نشد غذا بخوری کاش یکم سلامتی مردم باشن لطفاا لطفاا هرچیزی تحویل مردم ندید,1
سفارشها سریع میاره وقت کسر اشتباه نفرستاده,0
ارسال میشه عکس فرق داره عدد سفارش میدی دوتا میشه یه ظرف خلاصه میشه حجم مخلفات پایین میاد,1
واقعا وقتا اینقدر سسش رقیق آبکیه,0
همبرگر سرد بعدش مشکل معده شدم مونده اصلا کیفیت نداشت واقعا پرپروک نا امید شدم,1
راد سفارش میدم راضیام پرسنل تشکر دارم غذارو قیمت سنجید واسه میشه نمره خوبرو راد گمانم گاهی فراموش میکنند قاشق چنگال بذارن اینو لطفا توجه اسنپ فود ممنونم,0
پیتزا دستم کلا ازهم پاشیده,1
سبک طبخ پیتزا مارگاریتا مندرآوردی گوجه پخته سرخشده نیم لیتر روغن پنیر نان همراه سبزی انقدر روغن سینگل کف جعبه رد جعبه پیتزا زده امیدوارم سبک طبخ تجدید,0
پاستا ساندویچ مرغ,1
غذا دیر تحویل,0
زمان ارسال طولانی,0
یه مدته کیفیت غذا اومده پایین سرد دستم میرسه,1
سریع ممنون,0
تشکر غذا نثارپلو حتما پیشنهاد میکنم بسته دستمال مرطوب ارسال موقع رفتار محترمانه پیک خلاصه محشر ممنون,0
سپاس اسنپ اکسپرس سپاس رستوران گلستان,0
گرون دیگه نمیگیرم,0
سفارش باقلوا میگویی بامیه هندی همونو میخوام اگه ندارید زنگ بزنید بپرسید سر خورد هرچی دوست دارید بفرستید متاسفم واقعا,1
لطفا هزینه ارسال بکنید پرداخت نیمی قیمت غذا سفارش غذا فاصله دقیقهای نامعقول,0
اصلا جالب پنیر ناچیز موادی میداشت قشنگ طعم نون بربری اونم کنجدی تصور پنیر پیتزا توش ریخته باشن اصلا ترد خالی مواد خمیر بنده تعجب میکنم دوستان مثبت ثبت راجع پیتزا بدترین پیتزای خوردم,1
بیسکویت ساده ساقه طلائی خواستم بیسکویت کرم ساقه طلائی یه دیگه فرستادن بیسکویتو بیسکویت ساقه طلائی روکش شکلاتی فرستادن اصلا دوست ندارم,1
بسته افتضاح بستنیها آب پیک اجناس تحویل بده سیستم تحویل زده سوپر مارکت یه شیر اضافه گذاشته بابت گرفتن اون پیک برسه تماس شیر ریخته وسایل,1
دیر فرستادن وسطاش ام گوشت,1
پیشنهاد دارم ازکیسههای پلاستیکی کمتراستفاده میشد نانها کیسه,0
کیفیت حجم غذا امیدوارم حجم کیفیت باقی بمونه تشکر زحمات,0
بنویسم اهمیت میشه وقتمو تلف کیفیت اومده پایین خلاصه,0
افت کیفیت قدیم متأسفم,1
خوشطعم امیدوارم کیفیتش سطح باقی بمونه,0
کیفیت پایین,1
بازم تشکر میکنم بابت کیفیت پیتزا سری دفعههای واقعا خوشمزه مرسی,0
واقعا طعم خورش قیمه خانگی,0
تشکر,0
خوشمزه پیتزا ضرر داره نخورید,0
سلام احترام معجون تشابهی عکسی داخل سایت قرار دادهشده مطابقت نداشت اینجانب موضوع ناراضی مسئولیت دقت تصاویر محصولات اسنپ میدانم تشکر,1
اصلا تازه پیکنم پخت هفته کرم داخل شیرینی سفت,1
ممنون خاطر احساس مسئولیت ارسال سریع,0
زرشک پلو مرغ افتضاح مزه طمع ادمو یاد غذای بیمارستان میندازه انگار مرغ بایه لیوان اب چندتا هویج پخته مزهای طمعی سس سالاد سزار سس مایونز اصلا مزه نداشت سوپ خوشمزه,1
سیب اسم بسته بندیای جذابی داره کیفیت معمولیه قیمتش غذایی داره بالاس,1
سلام تشکر,0
ماست ریخته نایلون سفارش اولم اصلا راضی نبودم,1
سلام مزهاش خوبه ران مرغ یکم خام درکل,0
لطفا شکلات شیری وردرز چی پلت چیتوز منو برگردونید ممنون سرویس عالیتون,0
مرغ سوخاری سفارش دادم وااقعا افتضاح بو میداد مرغ بد قیمتش کیفیت فوقالعاده پایین وآخرین رستوران سفارش میدم,1
ونک جردن ساعت چهل دقیقه کشید سفارش ارسال,1
بجای پنیر مبلغ هزار تومن برگشت ممنون دوغ گازدار جزو سفارش ارسال نشده مبلغش برگردونده نشد,1
نان سرده سرد اصلا,1
نوشته کیک پایین افتاده,1
هات داگ شور پیتزا بوی بدی میداد,1
غذا گرم سریع دستم خوشمزه نان نرم خیس نشده ساندویچ برخلاف شور ایدهی کدو جالب سس سیر بقیهی اجزا همراهی قطعا سفارش خواهم,0
سلام احترام سفارش خلاف اون تحویل مافین شکلاتی شیرینیتر اسفنجی تحویل,1
غذا شور لطفا مشکل رفع حیف غذای کیفیت شور,0
SAD,1
کیک دستم لهله رفته,1
پنیر لیقوان لهشده کیفیت نداشت,0
چندمین سفارش دادم خودشون جایگزین فرستادن اصلا نفرستادن سفارش امروزم تنباکو نفرستادن,0
وضع ارساله ساعت خوردهای واسه سوپرمارکت ته خیابون اونم دوران کرونا سرشون خلوته اونم شب بستنیا اب,1
غذا پنجاه دقیقه رستوران حاضر اسنپ اکسپرس حاضر غذا سرد ظاهرا مرتبه توسط رستاران گرم,1
نان سیر یکم چرب,0
سفارش موقع بسته سرد وا نرفته ممنون سحر اسنپ فوود,0
خدا کنه همینجوری بمونه روز بهروز بشه,0
سریعتر ارسال بشه میشه,0
پیتزا بد سیبزمینی بد حالت پختگی انگار روغنش مونده,0
سلام کیفیت طعم کیک نوتلا میشه وجه طعم کیک نمیده اصلا راضی نبودم,1
کیفیت پایین زمان ارسال طولانی,1
سزار حجمش,0
قیمت جنش تومنه تومن حساب,1
سلام خسته نباشید ممنونم بابت میشه بهتون اعتماد,0
کیفیت افت حجم واقعا سالاد مرغ,0
پلاچنتا یه کیک فصل گرمه خامه نداره طعم شاتوت نان جو زیرش اگه شیرینی مربای شاتوت کمتر بشه خوشمزهتر بشه,0
کیفیت پیتزا حجم پیتزا پنجره ایش کوچکشده,1
کیک خوشمزه خاطر حمل نامناسب پیک ریخته بهم,0
خلاف حدی خمیر پیتزا خشک سوخاری گذشته سختی شکسته خرد میشد واقعا تعجب لطفا پیگیری,0
ادعا گوشت تازه زدند همبرگر معمولی فیله مرغ جوجه مزه مونده میداد اصلا خوشمزه,1
یکم گوشتش شیرین بقیه چیزاش عالیه,0
پیک خرید جلو درب تحویل نداد فراوون نارلضی هستم راحتی خودمون ب شکل سفارش میدیم,1
زرشک پلو زرشک نداشت,1
غذا خام هستش الان غذا تعویض کنن,1
مزهترین کیک عمرم خوردم,1
ازنظروزن مشکلی نداشت کیک یزدی عدد عدد اعلامشده پای آناناس عدد عدد اعلامشده سپاس,1
سلام وقت بخیر اکبر جوجه شباهتی اکبر جوجه نداشت شبیه مرغ اب پز بیمارستانی وواقعا بد مزه,1
کیفیت غذا سرعت آماده تحویل بسته داغ دستم,0
نوشابه دریافت نشد سوخاری مانده خورد تکه تکه,1
دفعه بستنیها آب,0
غذای راد توجه قیمتهای پایین غذا کیفیت مشتری میدهد ممنونم,0
واقعا پیتزایی تاحالا خورده بودم,0
حجم غذای سفارش دادهشده متتسفانه طعمش نپنیدم,1
کنجد,0
خوشمزه کیفیت فوقالعاده,0
کباب گرم خوشمزه پیک زود ممنون,0
سالاد بیسلیقه بیمزه,1
تازه لذیذ ممنونم,0
ژامبون مرغ بد مزه,1
تاریخ شیر اینا یه روز اتمام,1
یخزده پیتزا,1
فاصله غذا سرد ارسال تکه اسپایسی هرسه تکه سینه باشه بگویید اینصورت هست,1
زمان دریافت غذا زیاده بهتره زمان کمتر باشه چیزبرگر ساعت زیاده,0
خوشمزه گرم لذت بردیم لطفا کار خوبتون ادامه بدید,0
نون ساندویچی سفارش دادم برا فرانسوی میفرستی اینا وسط نصف شدست کوچیکه دفعه ومه اتفاق میوفته,1
غذا مونده اصلا تازه,1
طعم پیتزا مخصوصا ساندویچ مشتری دائم شدم مرسی اسنپ فود,0
SAD,1
کیفیت بشدت افتضاح نون باگت اینقد خشک مونده سریع خورد میشد دیگه رستوران خرید نمیکنم,1
سرد دیر,0
دونات خمیر کیفیتی,1
سس سالاد میتونه باشه,0
کنجد گرفتم انقدر کنجدش میتونه ساده بشه کیفیت نون خمیر,1
بد بوی نامطبوعی طعم مشخصی نداشت,1
نون اندازه برشته تازه,0
چی گرم تازه خوشمززه ممنون سیب زمینیهای سرخکرده چندتاش جزء سیب زمینیهای نبوده ترد خمیر هست ممنون میشم بگیرید,0
